loan_id,scheduled_instalment_date,scheduled_principal,scheduled_interest,scheduled_fees,scheduled_vat
LOAN_006,2022-08-26,416.6666666666667,37.648398769867775,5.0,1.0
LOAN_007,2022-10-26,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2022-11-25,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2022-12-25,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2023-01-24,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2023-02-23,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2023-03-25,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2023-04-24,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2023-05-24,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2023-06-23,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2023-07-23,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2023-08-22,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2023-09-21,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2023-10-21,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2023-11-20,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2023-12-20,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2024-01-19,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2024-02-18,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2024-03-19,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2024-04-18,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2024-05-18,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2024-06-17,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2024-07-17,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2024-08-16,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_007,2024-09-15,416.6666666666667,128.18950857872412,5.0,1.0
LOAN_008,2022-12-31,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2023-01-30,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2023-03-01,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2023-03-31,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2023-04-30,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2023-05-30,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2023-06-29,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2023-07-29,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2023-08-28,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2023-09-27,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2023-10-27,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2023-11-26,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2023-12-26,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2024-01-25,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2024-02-24,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2024-03-25,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2024-04-24,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2024-05-24,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2024-06-23,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2024-07-23,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2024-08-22,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2024-09-21,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_008,2024-10-21,217.3913043478261,49.47120936026979,5.0,1.0
LOAN_009,2021-02-23,1666.6666666666667,155.31092878030623,5.0,1.0
LOAN_009,2021-03-25,1666.6666666666667,155.31092878030623,5.0,1.0
LOAN_009,2021-04-24,1666.6666666666667,155.31092878030623,5.0,1.0
LOAN_009,2021-05-24,1666.6666666666667,155.31092878030623,5.0,1.0
LOAN_009,2021-06-23,1666.6666666666667,155.31092878030623,5.0,1.0
LOAN_009,2021-07-23,1666.6666666666667,155.31092878030623,5.0,1.0
LOAN_009,2021-08-22,1666.6666666666667,155.31092878030623,5.0,1.0
LOAN_009,2021-09-21,1666.6666666666667,155.31092878030623,5.0,1.0
LOAN_009,2021-10-21,1666.6666666666667,155.31092878030623,5.0,1.0
LOAN_009,2021-11-20,1666.6666666666667,155.31092878030623,5.0,1.0
LOAN_009,2021-12-20,1666.6666666666667,155.31092878030623,5.0,1.0
LOAN_009,2022-01-19,1666.6666666666667,155.31092878030623,5.0,1.0
LOAN_010,2021-02-19,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2021-03-21,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2021-04-20,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2021-05-20,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2021-06-19,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2021-07-19,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2021-08-18,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2021-09-17,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2021-10-17,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2021-11-16,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2021-12-16,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2022-01-15,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2022-02-14,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2022-03-16,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2022-04-15,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2022-05-15,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2022-06-14,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2022-07-14,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2022-08-13,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2022-09-12,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2022-10-12,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2022-11-11,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2022-12-11,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_010,2023-01-10,416.6666666666667,82.47283955698778,5.0,1.0
LOAN_011,2022-03-28,625.0,197.18570779971034,5.0,1.0
LOAN_011,2022-04-27,625.0,197.18570779971034,5.0,1.0
LOAN_011,2022-05-27,625.0,197.18570779971034,5.0,1.0
LOAN_011,2022-06-26,625.0,197.18570779971034,5.0,1.0
LOAN_011,2022-07-26,625.0,197.18570779971034,5.0,1.0
LOAN_011,2022-08-25,625.0,197.18570779971034,5.0,1.0
LOAN_011,2022-09-24,625.0,197.18570779971034,5.0,1.0
LOAN_011,2022-10-24,625.0,197.18570779971034,5.0,1.0
LOAN_011,2022-11-23,625.0,197.18570779971034,5.0,1.0
LOAN_011,2022-12-23,625.0,197.18570779971034,5.0,1.0
LOAN_011,2023-01-22,625.0,197.18570779971034,5.0,1.0
LOAN_011,2023-02-21,625.0,197.18570779971034,5.0,1.0
LOAN_011,2023-03-23,625.0,197.18570779971034,5.0,1.0
LOAN_011,2023-04-22,625.0,197.18570779971034,5.0,1.0
LOAN_011,2023-05-22,625.0,197.18570779971034,5.0,1.0
LOAN_011,2023-06-21,625.0,197.18570779971034,5.0,1.0
LOAN_011,2023-07-21,625.0,197.18570779971034,5.0,1.0
LOAN_011,2023-08-20,625.0,197.18570779971034,5.0,1.0
LOAN_011,2023-09-19,625.0,197.18570779971034,5.0,1.0
LOAN_011,2023-10-19,625.0,197.18570779971034,5.0,1.0
LOAN_011,2023-11-18,625.0,197.18570779971034,5.0,1.0
LOAN_011,2023-12-18,625.0,197.18570779971034,5.0,1.0
LOAN_011,2024-01-17,625.0,197.18570779971034,5.0,1.0
LOAN_011,2024-02-16,625.0,197.18570779971034,5.0,1.0
LOAN_012,2022-01-19,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2022-02-18,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2022-03-20,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2022-04-19,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2022-05-19,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2022-06-18,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2022-07-18,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2022-08-17,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2022-09-16,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2022-10-16,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2022-11-15,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2022-12-15,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2023-01-14,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2023-02-13,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2023-03-15,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2023-04-14,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2023-05-14,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2023-06-13,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2023-07-13,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2023-08-12,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2023-09-11,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2023-10-11,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2023-11-10,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_012,2023-12-10,416.6666666666667,138.94320807252734,5.0,1.0
LOAN_013,2022-07-07,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2022-08-06,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2022-09-05,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2022-10-05,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2022-11-04,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2022-12-04,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2023-01-03,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2023-02-02,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2023-03-04,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2023-04-03,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2023-05-03,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2023-06-02,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2023-07-02,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2023-08-01,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2023-08-31,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2023-09-30,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2023-10-30,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2023-11-29,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2023-12-29,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2024-01-28,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2024-02-27,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2024-03-28,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2024-04-27,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_013,2024-05-27,208.33333333333334,35.452035192389665,5.0,1.0
LOAN_014,2022-09-13,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2022-10-13,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2022-11-12,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2022-12-12,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2023-01-11,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2023-02-10,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2023-03-12,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2023-04-11,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2023-05-11,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2023-06-10,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2023-07-10,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2023-08-09,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2023-09-08,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2023-10-08,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2023-11-07,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2023-12-07,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2024-01-06,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2024-02-05,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2024-03-06,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2024-04-05,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2024-05-05,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2024-06-04,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2024-07-04,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_014,2024-08-03,208.33333333333334,67.34524424579608,5.0,1.0
LOAN_015,2021-03-16,1666.6666666666667,199.72233737731517,5.0,1.0
LOAN_015,2021-04-15,1666.6666666666667,199.72233737731517,5.0,1.0
LOAN_015,2021-05-15,1666.6666666666667,199.72233737731517,5.0,1.0
LOAN_015,2021-06-14,1666.6666666666667,199.72233737731517,5.0,1.0
LOAN_015,2021-07-14,1666.6666666666667,199.72233737731517,5.0,1.0
LOAN_015,2021-08-13,1666.6666666666667,199.72233737731517,5.0,1.0
LOAN_015,2021-09-12,1666.6666666666667,199.72233737731517,5.0,1.0
LOAN_015,2021-10-12,1666.6666666666667,199.72233737731517,5.0,1.0
LOAN_015,2021-11-11,1666.6666666666667,199.72233737731517,5.0,1.0
LOAN_015,2021-12-11,1666.6666666666667,199.72233737731517,5.0,1.0
LOAN_015,2022-01-10,1666.6666666666667,199.72233737731517,5.0,1.0
LOAN_015,2022-02-09,1666.6666666666667,199.72233737731517,5.0,1.0
LOAN_016,2021-10-17,1250.0,136.160824621721,5.0,1.0
LOAN_016,2021-11-16,1250.0,136.160824621721,5.0,1.0
LOAN_016,2021-12-16,1250.0,136.160824621721,5.0,1.0
LOAN_016,2022-01-15,1250.0,136.160824621721,5.0,1.0
LOAN_016,2022-02-14,1250.0,136.160824621721,5.0,1.0
LOAN_016,2022-03-16,1250.0,136.160824621721,5.0,1.0
LOAN_016,2022-04-15,1250.0,136.160824621721,5.0,1.0
LOAN_016,2022-05-15,1250.0,136.160824621721,5.0,1.0
LOAN_016,2022-06-14,1250.0,136.160824621721,5.0,1.0
LOAN_016,2022-07-14,1250.0,136.160824621721,5.0,1.0
LOAN_016,2022-08-13,1250.0,136.160824621721,5.0,1.0
LOAN_016,2022-09-12,1250.0,136.160824621721,5.0,1.0
LOAN_017,2022-12-19,833.3333333333334,149.65715510149408,5.0,1.0
LOAN_017,2023-01-18,833.3333333333334,149.65715510149408,5.0,1.0
LOAN_017,2023-02-17,833.3333333333334,149.65715510149408,5.0,1.0
LOAN_017,2023-03-19,833.3333333333334,149.65715510149408,5.0,1.0
LOAN_017,2023-04-18,833.3333333333334,149.65715510149408,5.0,1.0
LOAN_017,2023-05-18,833.3333333333334,149.65715510149408,5.0,1.0
LOAN_017,2023-06-17,833.3333333333334,149.65715510149408,5.0,1.0
LOAN_017,2023-07-17,833.3333333333334,149.65715510149408,5.0,1.0
LOAN_017,2023-08-16,833.3333333333334,149.65715510149408,5.0,1.0
LOAN_017,2023-09-15,833.3333333333334,149.65715510149408,5.0,1.0
LOAN_017,2023-10-15,833.3333333333334,149.65715510149408,5.0,1.0
LOAN_017,2023-11-14,833.3333333333334,149.65715510149408,5.0,1.0
LOAN_018,2022-05-20,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2022-06-19,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2022-07-19,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2022-08-18,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2022-09-17,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2022-10-17,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2022-11-16,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2022-12-16,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2023-01-15,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2023-02-14,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2023-03-16,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2023-04-15,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2023-05-15,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2023-06-14,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2023-07-14,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2023-08-13,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2023-09-12,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2023-10-12,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2023-11-11,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2023-12-11,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2024-01-10,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2024-02-09,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2024-03-10,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_018,2024-04-09,833.3333333333334,285.0281375444959,5.0,1.0
LOAN_019,2023-01-23,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2023-02-22,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2023-03-24,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2023-04-23,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2023-05-23,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2023-06-22,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2023-07-22,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2023-08-21,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2023-09-20,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2023-10-20,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2023-11-19,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2023-12-19,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2024-01-18,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2024-02-17,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2024-03-18,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2024-04-17,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2024-05-17,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2024-06-16,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2024-07-16,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2024-08-15,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2024-09-14,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2024-10-14,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2024-11-13,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_019,2024-12-13,833.3333333333334,246.53910220163962,5.0,1.0
LOAN_020,2021-02-25,1250.0,210.45928958116747,5.0,1.0
LOAN_020,2021-03-27,1250.0,210.45928958116747,5.0,1.0
LOAN_020,2021-04-26,1250.0,210.45928958116747,5.0,1.0
LOAN_020,2021-05-26,1250.0,210.45928958116747,5.0,1.0
LOAN_020,2021-06-25,1250.0,210.45928958116747,5.0,1.0
LOAN_020,2021-07-25,1250.0,210.45928958116747,5.0,1.0
LOAN_020,2021-08-24,1250.0,210.45928958116747,5.0,1.0
LOAN_020,2021-09-23,1250.0,210.45928958116747,5.0,1.0
LOAN_020,2021-10-23,1250.0,210.45928958116747,5.0,1.0
LOAN_020,2021-11-22,1250.0,210.45928958116747,5.0,1.0
LOAN_020,2021-12-22,1250.0,210.45928958116747,5.0,1.0
